slug,car_autohome_brand_id,id,source_id,name,alias,url,parent,checker_runtime_id,keywords,classified,classified_url,slug_global,logo_img,mum,first_letter,has_detailmodel,starting_price,classified_slug,thumbnail,pinyin,status,attribute,units,popular,on_sale,score,normalized_name,brand_area
astonmartin,35,3.0,5.0,阿斯顿・马丁,,http://www.ganji.com/astonmartin/,,7849.0,",asidun・mading,阿斯顿・马丁,asidun・mading",,,,61b76563144100050d0113f33dfde492.png,,A,1,,,61b76563144100050d0113f33dfde492.png?imageView2/1/w/80/h/80/,asidun・mading,Y,,0,B,1,0,,欧系
benz,36,6.0,5.0,奔驰,,http://www.ganji.com/benz/,,7852.0,",benchi,奔驰,benchi",,,,9af2620681581d6eec47907b8823855d.png,,B,1,,,9af2620681581d6eec47907b8823855d.png?imageView2/1/w/80/h/80/,benchi,Y,,0,B,1,0,,德系
bujiadi,37,18.0,5.0,布加迪,,http://www.ganji.com/bujiadi/,,7864.0,",bujiadi,布加迪,bujiadi",,,,4d89cd33a1d5384fa7fed20a8aa142e4.png,,B,1,,,4d89cd33a1d5384fa7fed20a8aa142e4.png?imageView2/1/w/80/h/80/,bujiadi,Y,,0,B,1,0,,德系
buick,38,7.0,5.0,别克,,http://www.ganji.com/buick/,,7853.0,",bieke,别克,bieke",,,,c41d3f6bac0a5b4e042ca4235405730c.png,,B,1,,,c41d3f6bac0a5b4e042ca4235405730c.png?imageView2/1/w/80/h/80/,bieke,Y,,0,B,1,0,,美系
bentley,39,8.0,5.0,宾利,,http://www.ganji.com/bentley/,,7854.0,",binli,宾利,binli",,,,920979ebc9b25626348779cf82d03737.png,,B,1,,,920979ebc9b25626348779cf82d03737.png?imageView2/1/w/80/h/80/,binli,Y,,0,B,1,0,,德系
porsche,40,11.0,5.0,保时捷,,http://www.ganji.com/porsche/,,7857.0,",baoshijie,保时捷,baoshijie",,,,fe5b7a1bf20fd7c68b65808c0c3d0161.png,,B,1,,,fe5b7a1bf20fd7c68b65808c0c3d0161.png?imageView2/1/w/80/h/80/,baoshijie,Y,,0,B,1,0,,德系
daoqi,41,29.0,5.0,道奇,,http://www.ganji.com/daoqi/,,7875.0,",daoqi,道奇,daoqi",,,,5a9afcd9824e55167b3915a3c69c438c.png,,D,1,,,695f77c4b0f563d6102d5167288e0030.png?imageView2/1/w/80/h/80/,daoqi,Y,,0,B,1,0,,美系
ferrari,42,37.0,5.0,法拉利,,http://www.ganji.com/ferrari/,,7883.0,",falali,法拉利,falali",,,,b47a79cdfa890eb26b321268600635d2.png,,F,1,,,b47a79cdfa890eb26b321268600635d2.png?imageView2/1/w/80/h/80/,falali,Y,,0,B,1,0,,欧系
hanma,43,56.0,5.0,悍马,,http://www.ganji.com/hanma/,,7902.0,",hanma,悍马,hanma",,,,5f5d3eb18a02eaa0ef811a83a4073bdf.png,,H,1,,,5f5d3eb18a02eaa0ef811a83a4073bdf.png?imageView2/1/w/80/h/80/,hanma,Y,,0,B,1,0,,美系
jiebao,44,67.0,5.0,捷豹,,http://www.ganji.com/jiebao/,,7913.0,",jiebao,捷豹,jiebao",,,,7f32050ae813751226a0f7ec45e2b026.png,,J,1,,,7f32050ae813751226a0f7ec45e2b026.png?imageView2/1/w/80/h/80/,jiebao,Y,,0,B,1,0,,欧系
smart,45,1399.0,1.0,smart,,http://www.51auto.com/search/b-smart/,,8051.0,",smart,smart,smart",,,,32a3999e7c2981a7105b860147538f86.png,,s,1,,,32a3999e7c2981a7105b860147538f86.png?imageView2/1/w/80/h/80/,smart,Y,,0,B,1,0,,德系
jeep,46,74.0,5.0,Jeep,,http://www.ganji.com/jeep/,,7920.0,",Jeep,Jeep,Jeep",,,,bc9fa4743ea32c8b1f0e615f815af3fc.png,,J,1,,,bc9fa4743ea32c8b1f0e615f815af3fc.png?imageView2/1/w/80/h/80/,Jeep,Y,,0,B,1,0,,美系
cadillac,47,76.0,5.0,凯迪拉克,,http://www.ganji.com/cadillac/,,7922.0,",kaidilake,凯迪拉克,kaidilake",,,,fa2045711680fe5ff3ff50c9b257deb7.png,,K,1,,,fa2045711680fe5ff3ff50c9b257deb7.png?imageView2/1/w/80/h/80/,kaidilake,Y,,0,B,1,0,,美系
lamborghini,48,79.0,5.0,兰博基尼,,http://www.ganji.com/lamborghini/,,7925.0,",lanbojini,兰博基尼,lanbojini",,,,fcbea7e8f749ebde034397592e0be491.png,,L,1,,,fcbea7e8f749ebde034397592e0be491.png?imageView2/1/w/80/h/80/,lanbojini,Y,,0,B,1,0,,欧系
landrover,49,83.0,5.0,路虎,,http://www.ganji.com/landrover/,,7929.0,",luhu,路虎,luhu",,,,81a3cb46f6847d83af44ccce07ef510d.png,,L,1,,,81a3cb46f6847d83af44ccce07ef510d.png?imageView2/1/w/80/h/80/,luhu,Y,,0,B,1,0,,欧系
lutesi,50,2337.0,0.0,路特斯,,,,,",lutesi,路特斯,lutesi",,,,91a247fdcbd78f830e501d1582dfd3ee.png,,L,1,,,91a247fdcbd78f830e501d1582dfd3ee.png?imageView2/1/w/80/h/80/,lutesi,Y,,0,B,1,0,,欧系
lincoln,51,84.0,5.0,林肯,,http://www.ganji.com/lincoln/,,7930.0,",linken,林肯,linken",,,,aa5ee06fc8347ea224216510f8718064.png,,L,1,,,aa5ee06fc8347ea224216510f8718064.png?imageView2/1/w/80/h/80/,linken,Y,,0,B,1,0,,美系
lexus,52,85.0,5.0,雷克萨斯,,http://www.ganji.com/lexus/,,7931.0,",leikesasi,雷克萨斯,leikesasi",,,,94b44ae8c956bac8b1f05274e131914e.png,,L,1,,,94b44ae8c956bac8b1f05274e131914e.png?imageView2/1/w/80/h/80/,leikesasi,Y,,0,B,1,0,,日系
suzuki,53,86.0,5.0,铃木,,http://www.ganji.com/suzuki/,,7932.0,",lingmu,铃木,lingmu",,,,05a3c51a6bc02483f3ca849ed251b67b.png,,L,1,,,9947996a043900da5aa8c849f562de473cf0be0c.jpg?imageView2/1/w/80/h/80/,lingmu,Y,,0,B,1,0,,日系
rolls-royce,54,89.0,5.0,劳斯莱斯,,http://www.ganji.com/rolls-royce/,,7935.0,",laosilaisi,劳斯莱斯,laosilaisi",,,,4701a5f362074e95f3692d4915bfd0b2.png,,L,1,,,4701a5f362074e95f3692d4915bfd0b2.png?imageView2/1/w/80/h/80/,laosilaisi,Y,,0,B,1,0,,欧系
car_autohome_brand_55,55,3176.0,,迈巴赫,,,,,",maibahe,迈巴赫,maibahe",,,,,,M,1,,,,maibahe,Y,,0,B,1,0,,国产
mini,56,94.0,5.0,MINI,,http://www.ganji.com/mini/,,7940.0,",MINI,MINI,MINI",,,,0203a87cecd85f12b00dc21f4794ed41.png,,M,1,,,0203a87cecd85f12b00dc21f4794ed41.png?imageView2/1/w/80/h/80/,MINI,Y,,0,B,1,0,,欧系
maserati,57,95.0,5.0,玛莎拉蒂,,http://www.ganji.com/maserati/,,7941.0,",mashaladi,玛莎拉蒂,mashaladi",,,,1f3d55894522c83004cf4264c40477c2.png,,M,1,,,1f3d55894522c83004cf4264c40477c2.png?imageView2/1/w/80/h/80/,mashaladi,Y,,0,B,1,0,,欧系
mazda,58,96.0,5.0,马自达,,http://www.ganji.com/mazda/,,7942.0,",mazida,马自达,mazida",,,,f3cdef3b7958092da5cb9215df75ad38.png,,M,1,,,f3cdef3b7958092da5cb9215df75ad38.png?imageView2/1/w/80/h/80/,mazida,Y,,0,B,1,0,,日系
opel,59,101.0,5.0,欧宝,,http://www.ganji.com/opel/,,7947.0,",oubao,欧宝,oubao",,,,249a74dd70045b7d601218c1e18aefdc.png,,O,1,,,249a74dd70045b7d601218c1e18aefdc.png?imageView2/1/w/80/h/80/,oubao,Y,,0,B,1,0,,德系
acura,60,102.0,5.0,讴歌,,http://www.ganji.com/acura/,,7948.0,",ouge,讴歌,ouge",,,,22da77c4660cb6a51c4f58739cb03c0e.png,,O,1,,,22da77c4660cb6a51c4f58739cb03c0e.png?imageView2/1/w/80/h/80/,ouge,Y,,0,B,1,0,,日系
kia,62,106.0,5.0,起亚,,http://www.ganji.com/kia/,,7952.0,",qiya,起亚,qiya",,,,5484a7dbf7b4655f32c0b6f5652adb2a.png,,Q,1,,,33b3d915d25fdb0c605f9caa04de9367.png?imageView2/1/w/80/h/80/,qiya,Y,,0,B,1,0,,韩系
richan,63,107.0,5.0,日产,,http://www.ganji.com/richan/,,7953.0,",richan,日产,richan",,,,1cb963014fe91a738d8e44a1c113f0f5.png,,R,1,,,1cb963014fe91a738d8e44a1c113f0f5.png?imageView2/1/w/80/h/80/,richan,Y,,0,B,1,0,,日系
saab,64,110.0,5.0,萨博,,http://www.ganji.com/saab/,,7956.0,",sabo,萨博,sabo",,,,6717a78bac5e3f5569cec63c6cb8708b.png,,S,1,,,6717a78bac5e3f5569cec63c6cb8708b.png?imageView2/1/w/80/h/80/,sabo,Y,,0,B,1,0,,欧系
subaru,65,111.0,5.0,斯巴鲁,,http://www.ganji.com/subaru/,,7957.0,",sibalu,斯巴鲁,sibalu",,,,7bfc45bb789f2d597eae77c9802a8ffd.png,,S,1,,,7bfc45bb789f2d597eae77c9802a8ffd.png?imageView2/1/w/80/h/80/,sibalu,Y,,0,B,1,0,,日系
shijue,66,119.0,5.0,世爵,,http://www.ganji.com/shijue/,,7965.0,",shijue,世爵,shijue",,,,12b939d67bf0f042ba47e1da79dd48a4.png,,S,1,,,12b939d67bf0f042ba47e1da79dd48a4.png?imageView2/1/w/80/h/80/,shijue,Y,,0,B,1,0,,欧系
skoda,67,114.0,5.0,斯柯达,,http://www.ganji.com/skoda/,,7960.0,",sikeda,斯柯达,sikeda",,,,660a290094eacc948c3eb40f749004f7.png,,S,1,,,660a290094eacc948c3eb40f749004f7.png?imageView2/1/w/80/h/80/,sikeda,Y,,0,B,1,0,,德系
mitsubishi,68,115.0,5.0,三菱,,http://www.ganji.com/mitsubishi/,,7961.0,",sanling,三菱,sanling",,,,903d43864f0edfbbb4b8677adb728843.png,,S,1,,,b4169883ff9c6c22a120ce58bfdfb867.png?imageView2/1/w/80/h/80/,sanling,Y,,0,B,1,0,,日系
shuanglong,69,116.0,5.0,双龙,,http://www.ganji.com/shuanglong/,,7962.0,",shuanglong,双龙,shuanglong",,,,bf88bf86b1a96569b42e34377c295943.png,,S,1,,,bf88bf86b1a96569b42e34377c295943.png?imageView2/1/w/80/h/80/,shuanglong,Y,,0,B,1,0,,国产
volvo,70,124.0,5.0,沃尔沃,,http://www.ganji.com/volvo/,,7970.0,",woerwo,沃尔沃,woerwo",,,,23d91f28ffdb99ffa2e27e9f877cd387.png,,W,1,,,23d91f28ffdb99ffa2e27e9f877cd387.png?imageView2/1/w/80/h/80/,woerwo,Y,,0,B,1,0,,欧系
chevrolet,71,130.0,5.0,雪佛兰,,http://www.ganji.com/chevrolet/,,7976.0,",xuefolan,雪佛兰,xuefolan",,,,cf54f764f34b84555e47df9a4d107b73.png,,X,1,,,cf54f764f34b84555e47df9a4d107b73.png?imageView2/1/w/80/h/80/,xuefolan,Y,,0,B,1,0,,美系
citroen,72,131.0,5.0,雪铁龙,,http://www.ganji.com/citroen/,,7977.0,",xuetielong,雪铁龙,xuetielong",,,,2023c4281bec23c6ef722b9ef15eead8.png,,X,1,,,2023c4281bec23c6ef722b9ef15eead8.png?imageView2/1/w/80/h/80/,xuetielong,Y,,0,B,1,0,,欧系
infiniti,73,135.0,5.0,英菲尼迪,,http://www.ganji.com/infiniti/,,7981.0,",yingfeinidi,英菲尼迪,yingfeinidi",,,,af9d3b55ff685be53201fd3207182be3.png,,Y,1,,,af9d3b55ff685be53201fd3207182be3.png?imageView2/1/w/80/h/80/,yingfeinidi,Y,,0,B,1,0,,日系
zhongxing,74,145.0,5.0,中兴,,http://www.ganji.com/zhongxing/,,7991.0,",zhongxing,中兴,zhongxing",,,,d22d7ef10789adc01572e62a4307b28b.png,,Z,1,,,d22d7ef10789adc01572e62a4307b28b.png?imageView2/1/w/80/h/80/,zhongxing,Y,,0,B,1,0,,国产
byd,75,13.0,5.0,比亚迪,,http://www.ganji.com/byd/,,7859.0,",biyadi,比亚迪,biyadi",,,,4272f575b9e2d0de8e3a4588bf5e39dc.png,,B,1,,,1ee5ce2feddc02e037b18972fccfd159.png?imageView2/1/w/80/h/80/,biyadi,Y,,0,B,1,0,,国产
car_autohome_brand_76,76,7684.0,,长安,,,,,",changan,长安,changan",,,,f42de11261c84e00c9f069928bb55525.png,,C,1,,,f42de11261c84e00c9f069928bb55525.png?imageView2/1/w/80/h/80/,changan,Y,,0,B,1,0,,国产
car_autohome_brand_77,77,7685.0,,长城,,,,,",changcheng,长城,changcheng",,,,c76dd341ad4633ab77da57e4e0654285.png,,C,1,,,c76dd341ad4633ab77da57e4e0654285.png?imageView2/1/w/80/h/80/,changcheng,Y,,0,B,1,0,,国产
liebao,78,22.0,5.0,猎豹汽车,,http://www.ganji.com/liebao/,,7868.0,",liebaoqiche,猎豹汽车,liebaoqiche",,,,47972047ad1cfc2b9bb803c618121bf8.png,,L,1,,,9e27e4b56a8139f3a9f199f77abe829f.png?imageView2/1/w/80/h/80/,liebaoqiche,Y,,0,B,1,0,,国产
changhe,79,21.0,5.0,北汽昌河,,http://www.ganji.com/changhe/,,7867.0,",beiqichanghe,北汽昌河,beiqichanghe",,,,a086bb34a52ec9ad9576e6c554e33ba6.png,,B,1,,,a086bb34a52ec9ad9576e6c554e33ba6.png?imageView2/1/w/80/h/80/,beiqichanghe,Y,,0,B,1,0,,国产
lifan,80,81.0,5.0,力帆汽车,,http://www.ganji.com/lifan/,,7927.0,",lifanqiche,力帆汽车,lifanqiche",,,,932ef93f3cdaba2324a995a142961acd.png,,L,1,,,932ef93f3cdaba2324a995a142961acd.png?imageView2/1/w/80/h/80/,lifanqiche,Y,,0,B,1,0,,国产
dongnan,81,28.0,5.0,东南,,http://www.ganji.com/dongnan/,,7874.0,",dongnan,东南,dongnan",,,,54f7985a8f22c3f88024d9eedd252bb2.png,,D,1,,,54f7985a8f22c3f88024d9eedd252bb2.png?imageView2/1/w/80/h/80/,dongnan,Y,,0,B,1,0,,国产
