slug,car_autohome_model_id,id,source_id,name,alias,url,parent,checker_runtime_id,keywords,classified,classified_url,slug_global,logo_img,mum,first_letter,has_detailmodel,starting_price,classified_slug,thumbnail,pinyin,status,attribute,units,popular,on_sale,score,normalized_name,brand_area
car_autohome_model_2527,2527,3225.0,,柯斯达,,,toyota,,",kesida,柯斯达,kesida",轻客,,,b9f1d9d83d33142b3e1207bbe01646b0.png,一汽丰田,K,1,,,b9f1d9d83d33142b3e1207bbe01646b0.png?imageView2/1/w/160/h/80/,kesida,Y,国产,0,B,1,0,柯斯达,
bseries_1351,2574,1655.0,5013.0,丰田86,,http://product.cheshi.com/bseries_1351/,toyota,,",fengtian86,丰田86,fengtian86",跑车,,,c18b1291be6a299482f2b76cea1a2978024b6598.jpg,丰田(进口),F,1,27.4,sc,c18b1291be6a299482f2b76cea1a2978024b6598.jpg?imageView2/1/w/160/h/80/,fengtian86,Y,进口,0,B,1,0,丰田86,
fngtinHiace,2607,2944.0,,HIACE,海狮,,toyota,,",HIACE,HIACE,HIACE",轻客,,,fd1e50b288241b85b18d5d36147d1b4d.png,丰田(进口),H,1,,qk,fd1e50b288241b85b18d5d36147d1b4d.png?imageView2/1/w/160/h/80/,HIACE,Y,进口,0,B,1,0,HIACE,
toyota-zhixuan,3126,2307.0,0.0,YARiS L 致炫,,,toyota,,",YARiS L zhixuan,YARiS L 致炫,YARiS L zhixuan",小型车,,,fengtianzhixuan.jpg,广汽丰田,Y,1,9.0,small_car,fengtianzhixuan.jpg?imageView2/1/w/160/h/80/,YARiS L zhixuan,Y,合资,0,B,1,0,YARiS L 致炫,
fengtianleiling,3462,2426.0,,雷凌,,,toyota,,",leiling,雷凌,leiling",紧凑型车,,,565ec25b67d2f809d7354e20137d580d.jpg,广汽丰田,L,1,13.1,compact_car,565ec25b67d2f809d7354e20137d580d.jpg?imageView2/1/w/160/h/80/,leiling,Y,合资,0,B,1,0,雷凌,
car_autohome_model_3851,3851,3226.0,,Fortuner,,,toyota,,",Fortuner,Fortuner,Fortuner",中型SUV,,,09e7f13e9ecb953c6a96a94ce51bb5b7.png,丰田(进口),F,1,,,09e7f13e9ecb953c6a96a94ce51bb5b7.png?imageView2/1/w/160/h/80/,Fortuner,Y,国产,0,B,1,0,Fortuner,
fngtanYARiSLzhxang,4259,2802.0,,YARiS L 致享,,,toyota,,",YARiS L zhixiang,YARiS L 致享,YARiS L zhixiang",小型车,,,1eff3801ee76304027bb6920f7bbf96e.png,广汽丰田,Y,1,,small_car,1eff3801ee76304027bb6920f7bbf96e.png?imageView2/1/w/160/h/80/,YARiS L zhixiang,Y,合资,0,B,1,0,YARiS L 致享,
fngtinC-HR,4645,3042.0,,丰田C-HR,,,toyota,,",fengtianC-HR,丰田C-HR,fengtianC-HR",小型SUV,,,b0fadf7c75c8e8ade70ded7e894144c1.png,广汽丰田,F,1,,small_suv,b0fadf7c75c8e8ade70ded7e894144c1.png?imageView2/1/w/160/h/80/,fengtianC-HR,Y,合资,0,B,1,0,丰田C-HR,
yihukuga,97,1503.0,2224.0,翼虎(进口),,http://www.che168.com/china/fute/yihukuga/,ford,,",Kuga,Kuga,Kuga",紧凑型SUV,,,700e404541ec092017d90fa85b07c48e1aacef67.jpg,福特(进口),K,1,28.6,mid_suv,700e404541ec092017d90fa85b07c48e1aacef67.jpg?imageView2/1/w/160/h/80/,Kuga,Y,进口,0,B,1,0,Kuga,
car_autohome_model_102,102,3227.0,,Mustang,,,ford,,",Mustang,Mustang,Mustang",跑车,,,6dd146809bfb146eca3754b1840ae53f.png,福特(进口),M,1,,,6dd146809bfb146eca3754b1840ae53f.png?imageView2/1/w/160/h/80/,Mustang,Y,国产,0,B,1,0,Mustang,
mondeo,117,545.0,6.0,蒙迪欧,,http://www.ganji.com/mondeo/,ford,8391.0,",mengdiou,蒙迪欧,mengdiou",中型车,http://www.taoche.com/buycar/cc/6/,,320d9adffa931f8bd67cc0466c1cde25.jpg,长安福特,M,1,21.3,mid_car,320d9adffa931f8bd67cc0466c1cde25.jpg?imageView2/1/w/160/h/80/,mengdiou,Y,合资,0,B,1,0,蒙迪欧,
fukesi,364,1440.0,6.0,福克斯,,http://www.51auto.com/search/s-fukesi/,ford,8401.0,",fukesi,福克斯,fukesi",紧凑型车,,,ff4eec6cb01546cfc0e9d59a7c289295e1f05899.jpg,长安福特,F,1,13.6,compact_car,ff4eec6cb01546cfc0e9d59a7c289295e1f05899.jpg?imageView2/1/w/160/h/80/,fukesi,Y,合资,0,B,1,0,福克斯,
ford-gt,378,1290.0,1.0,福特GT,,www.baixing.com/ershouqiche/m11526/,ford,,",futeGT,福特GT,futeGT",跑车,,,futeGT(jinkou).jpg,福特(进口),F,1,124.0,sc,futeGT(jinkou).jpg?imageView2/1/w/160/h/80/,futeGT,Y,进口,0,B,1,0,福特GT,
ford-maikesi,498,553.0,6.0,麦柯斯,,http://www.ganji.com/ford-maikesi/,ford,8399.0,",maikesi,麦柯斯,maikesi",MPV,http://www.taoche.com/buycar/cc/5/,,b2c3c65acd6f5fe216a8eb213629b4753d95dc0b.jpg,长安福特,M,1,22.2,mpv,b2c3c65acd6f5fe216a8eb213629b4753d95dc0b.jpg?imageView2/1/w/160/h/80/,maikesi,Y,合资,0,B,1,0,麦柯斯,
ford_mendiouzhisheng,577,2348.0,0.0,蒙迪欧-致胜,,,ford,,",mengdiou-zhisheng,蒙迪欧-致胜,mengdiou-zhisheng",中型车,,,futemendiouzhisheng.jpg,长安福特,M,1,21.1,mid_car,futemendiouzhisheng.jpg?imageView2/1/w/160/h/80/,mengdiou-zhisheng,Y,合资,0,B,1,0,蒙迪欧-致胜,
jianianhua,659,544.0,6.0,嘉年华,,http://www.ganji.com/jianianhua/,ford,8390.0,",jianianhua,嘉年华,jianianhua",小型车,,,32384bd2f5a51ca56fd0d7a6a7ce3b60ce87e3e4.jpg,长安福特,J,1,9.9,small_car,32384bd2f5a51ca56fd0d7a6a7ce3b60ce87e3e4.jpg?imageView2/1/w/160/h/80/,jianianhua,Y,合资,0,B,1,0,嘉年华,
fute-ruijie,684,554.0,6.0,锐界(进口),,http://www.ganji.com/fute-ruijie/,ford,8400.0,",ruijie(jinkou),锐界(进口),ruijie(jinkou)",中型SUV,http://www.taoche.com/buycar/cc/8/,,330ffca6e38e3d06cd5d581834e808e20df56070.jpg,福特(进口),R,1,37.7,mid_suv,330ffca6e38e3d06cd5d581834e808e20df56070.jpg?imageView2/1/w/160/h/80/,ruijie(jinkou),Y,进口,0,B,1,0,锐界(进口),
fute-fukesi,704,555.0,6.0,福克斯(进口),,http://www.ganji.com/fute-fukesi/,ford,8401.0,",fukesi(jinkou),福克斯(进口),fukesi(jinkou)",紧凑型车,,,f635eaf6ec49789bec062cd25bb22153c99618e9.jpg,福特(进口),F,1,26.2,compact_car,f635eaf6ec49789bec062cd25bb22153c99618e9.jpg?imageView2/1/w/160/h/80/,fukesi(jinkou),Y,进口,0,B,1,0,福克斯(进口),
ford-jianianhuajinkou,713,2339.0,0.0,嘉年华(进口),,,ford,,",jianianhua(jinkou),嘉年华(进口),jianianhua(jinkou)",小型车,,,ford-jianianhuajinkou.jpg,福特(进口),J,1,18.6,small_car,ford-jianianhuajinkou.jpg?imageView2/1/w/160/h/80/,jianianhua(jinkou),Y,进口,0,B,1,0,嘉年华(进口),
ford-tanxianzhejinkou,2024,2204.0,0.0,探险者,,,ford,,",tanxianzhe,探险者,tanxianzhe",中大型SUV,,,ford-tanxianzhejinkou.jpg,福特(进口),T,1,64.0,large_suv,ford-tanxianzhejinkou.jpg?imageView2/1/w/160/h/80/,tanxianzhe,Y,进口,0,B,1,0,探险者,
ftzhngfzh,2025,2955.0,,征服者,Expedition,,ford,,",zhengfuzhe,征服者,zhengfuzhe",大型SUV,,,899ab72d8ce349f63aa8819a05cc7cd0.png,福特(进口),Z,1,,large_suv,899ab72d8ce349f63aa8819a05cc7cd0.png?imageView2/1/w/160/h/80/,zhengfuzhe,Y,进口,0,B,1,0,征服者,
car_autohome_model_2302,2302,3228.0,,福特E350,,,ford,,",futeE350,福特E350,futeE350",MPV,,,f72d68a7aab7d91a5b03a61bc0049fee.png,福特(进口),F,1,,,f72d68a7aab7d91a5b03a61bc0049fee.png?imageView2/1/w/160/h/80/,futeE350,Y,国产,0,B,1,0,福特E350,
car_autohome_model_2353,2353,3229.0,,福特F-150,,,ford,,",futeF-150,福特F-150,futeF-150",皮卡,,,f82306f26c7258f7e164bfde45a8bb34.png,福特(进口),F,1,,,f82306f26c7258f7e164bfde45a8bb34.png?imageView2/1/w/160/h/80/,futeF-150,Y,国产,0,B,1,0,福特F-150,
jingdianquanshun,2523,734.0,6.0,经典全顺,,http://www.ganji.com/jingdianquanshun/,ford,8580.0,",jingdianquanshun,经典全顺,jingdianquanshun",轻客,http://www.taoche.com/buycar/cc/0/,,jianglingjingdianquanshun.jpg,江铃福特,J,1,16.0,qk,jianglingjingdianquanshun.jpg?imageView2/1/w/160/h/80/,jingdianquanshun,Y,合资,0,B,1,0,经典全顺,
futequanshun,2524,733.0,6.0,新世代全顺,,http://www.ganji.com/futequanshun/,ford,8579.0,",xinshidaiquanshun,新世代全顺,xinshidaiquanshun",轻客,http://www.taoche.com/buycar/cc/0/,,856eaa8a34a835a202c25f7e732014f2.jpg,江铃福特,X,1,20.4,qk,856eaa8a34a835a202c25f7e732014f2.jpg?imageView2/1/w/160/h/80/,xinshidaiquanshun,Y,合资,0,B,1,0,新世代全顺,
yihu,2863,551.0,6.0,翼虎,,http://www.ganji.com/yihu/,ford,8397.0,",yihu,翼虎,yihu",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,700e404541ec092017d90fa85b07c48e1aacef67.jpg,长安福特,Y,1,24.4,compact_suv,700e404541ec092017d90fa85b07c48e1aacef67.jpg?imageView2/1/w/160/h/80/,yihu,Y,合资,0,B,1,0,翼虎,
bseries_1960,2871,1770.0,5013.0,翼搏,,http://product.cheshi.com/bseries_1960/,ford,,",yibo,翼搏,yibo",小型SUV,,,5c905b10ad4f59741f1318c8027a54d23c2a3547.jpg,长安福特,Y,1,11.3,small_suv,5c905b10ad4f59741f1318c8027a54d23c2a3547.jpg?imageView2/1/w/160/h/80/,yibo,Y,合资,0,B,1,0,翼搏,
car_autohome_model_3175,3175,3230.0,,致胜,,,ford,,",zhisheng,致胜,zhisheng",中型车,,,897b62616cce8c9f81798c0cff44ed79.png,长安福特,Z,1,,,897b62616cce8c9f81798c0cff44ed79.png?imageView2/1/w/160/h/80/,zhisheng,Y,国产,0,B,1,0,致胜,
futefuruisi,3347,2427.0,,福睿斯,,,ford,,",furuisi,福睿斯,furuisi",紧凑型车,,,e0d836087035b5b9d6bf1d6d22a86541.jpg,长安福特,F,1,10.8,compact_car,e0d836087035b5b9d6bf1d6d22a86541.jpg?imageView2/1/w/160/h/80/,furuisi,Y,合资,0,B,1,0,福睿斯,
jianglingfutehanluzhe,3518,2572.0,,撼路者,,,ford,,",hanluzhe,撼路者,hanluzhe",中型SUV,,,33906247b651e93b748881e5e482aa5a.png,江铃福特,H,1,,mid_suv,33906247b651e93b748881e5e482aa5a.png?imageView2/1/w/160/h/80/,hanluzhe,Y,合资,0,B,1,0,撼路者,
futeruijie,3615,2533.0,,锐界,,,ford,,",ruijie,锐界,ruijie",中型SUV,,,92ae0b12ba5069d5097118a3209a8f5f.jpg,长安福特,R,1,33.1,mid_suv,92ae0b12ba5069d5097118a3209a8f5f.jpg?imageView2/1/w/160/h/80/,ruijie,Y,合资,0,B,1,0,锐界,
futejinniuzuo,3693,2591.0,,金牛座,,,ford,,",jinniuzuo,金牛座,jinniuzuo",中型车,,,6f9fd7ed8dca22a97cd6f068eda0bb08.png,长安福特,J,1,,large_car,6f9fd7ed8dca22a97cd6f068eda0bb08.png?imageView2/1/w/180/h/90/,jinniuzuo,Y,合资,0,B,1,0,金牛座,
car_autohome_model_4192,4192,3231.0,,全顺,,,ford,,",quanshun,全顺,quanshun",轻客,,,75a78dcb20b0e7912ac0bfef89b480f6.png,江铃福特,Q,1,,,75a78dcb20b0e7912ac0bfef89b480f6.png?imageView2/1/w/160/h/80/,quanshun,Y,国产,0,B,1,0,全顺,
jiaochahuoli,222,767.0,6.0,交叉火力,,http://www.ganji.com/jiaochahuoli/,chrysler,8613.0,",jiaochahuoli,交叉火力,jiaochahuoli",跑车,http://www.taoche.com/buycar/cc/9/,,u_430848293609.jpg,克莱斯勒(进口),J,1,61.0,sc,u_430848293609.jpg?imageView2/1/w/160/h/80/,jiaochahuoli,Y,进口,0,B,1,0,交叉火力,
chrysler-dajielong,227,2110.0,0.0,大捷龙,,,chrysler,,",dajielong,大捷龙,dajielong",MPV,,,7e1405169123276e612b0a9791a3f233038ee6e0.jpg,东南汽车,D,1,32.2,mpv,7e1405169123276e612b0a9791a3f233038ee6e0.jpg?imageView2/1/w/160/h/80/,dajielong,Y,合资,0,B,1,0,大捷龙,
chrysler-300cjinkou,342,2111.0,0.0,克莱斯勒300C(进口),,,chrysler,,",kelaisile300C(jinkou),克莱斯勒300C(进口),kelaisile300C(jinkou)",中大型车,,,06e146181a82493c48eafb1cd44af94aa60616a6.jpg,克莱斯勒(进口),K,1,45.1,large_car,06e146181a82493c48eafb1cd44af94aa60616a6.jpg?imageView2/1/w/180/h/90/,kelaisile300C(jinkou),Y,进口,0,B,1,0,克莱斯勒300C(进口),
pt-manbuzhe,380,764.0,6.0,PT 漫步者,,http://www.ganji.com/pt-manbuzhe/,chrysler,8610.0,",PT manbuzhe,PT 漫步者,PT manbuzhe",紧凑型车,http://www.taoche.com/buycar/cc/7/,,pt-manbuzhe.jpg,克莱斯勒(进口),P,1,28.2,compact_car,pt-manbuzhe.jpg?imageView2/1/w/160/h/80/,PT manbuzhe,Y,进口,0,B,1,0,PT 漫步者,
chrysler300c,487,761.0,6.0,克莱斯勒300C,,http://www.ganji.com/chrysler300c/,chrysler,8607.0,",kelaisile300C,克莱斯勒300C,kelaisile300C",中大型车,http://www.taoche.com/buycar/cc/3/,,06e146181a82493c48eafb1cd44af94aa60616a6.jpg,北京克莱斯勒,K,1,41.5,large_car,06e146181a82493c48eafb1cd44af94aa60616a6.jpg?imageView2/1/w/160/h/80/,kelaisile300C,Y,合资,0,B,1,0,克莱斯勒300C,
borui,566,771.0,6.0,铂锐,,http://www.ganji.com/borui/,chrysler,8617.0,",borui,铂锐,borui",中型车,http://www.taoche.com/buycar/cc/6/,,12118836177104.jpg,北京克莱斯勒,B,1,20.6,mid_car,12118836177104.jpg?imageView2/1/w/160/h/80/,borui,Y,合资,0,B,1,0,铂锐,
dajielong,2207,770.0,6.0,大捷龙(进口),,http://www.ganji.com/dajielong/,chrysler,8616.0,",dajielong(jinkou),大捷龙(进口),dajielong(jinkou)",MPV,http://www.taoche.com/buycar/cc/5/,,7e1405169123276e612b0a9791a3f233038ee6e0.jpg,克莱斯勒(进口),D,1,36.8,mpv,7e1405169123276e612b0a9791a3f233038ee6e0.jpg?imageView2/1/w/160/h/80/,dajielong(jinkou),Y,进口,0,B,1,0,大捷龙(进口),
laguna,188,842.0,6.0,拉古那,,http://www.ganji.com/laguna/,renault,8688.0,",laguna,拉古那,laguna",中型车,http://www.taoche.com/buycar/cc/6/,,d948385bb059569f39613a74c3b74ee19a447079.jpg,雷诺(进口),L,1,29.9,mid_car,d948385bb059569f39613a74c3b74ee19a447079.jpg?imageView2/1/w/160/h/80/,laguna,Y,进口,0,B,1,0,拉古那,
meiganna,196,843.0,6.0,梅甘娜,,http://www.ganji.com/meiganna/,renault,8689.0,",meigannuo,梅甘娜,meigannuo",紧凑型车,http://www.taoche.com/buycar/cc/7/,,1f58e07399fb8c6fc57bb5e2aa230715f081f128.jpg,雷诺(进口),M,1,29.1,compact_car,1f58e07399fb8c6fc57bb5e2aa230715f081f128.jpg?imageView2/1/w/160/h/80/,meigannuo,Y,进口,0,B,1,0,梅甘娜,
fengjing,199,841.0,6.0,风景,,http://www.ganji.com/fengjing/,renault,8687.0,",fengjing,风景,fengjing",MPV,http://www.taoche.com/buycar/cc/5/,,a96aa8c29c662b2729405d15c4d0e4a79d00d7cf.jpg,雷诺(进口),F,1,15.5,mpv,a96aa8c29c662b2729405d15c4d0e4a79d00d7cf.jpg?imageView2/1/w/160/h/80/,fengjing,Y,进口,0,B,1,0,风景,
weisaidi,257,844.0,6.0,威赛帝,,http://www.ganji.com/weisaidi/,renault,8690.0,",weisaidi,威赛帝,weisaidi",中大型车,,,weisaidi.jpg,雷诺(进口),W,1,53.8,large_car,weisaidi.jpg?imageView2/1/w/160/h/80/,weisaidi,Y,进口,0,B,1,0,威赛帝,
keleiao,686,840.0,6.0,科雷傲(进口),,http://www.ganji.com/keleiao/,renault,8686.0,",keleiao(jinkou),科雷傲(进口),keleiao(jinkou)",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,021c3ec15febd4a2359308eab999cd555d1313a0.jpg,雷诺(进口),K,1,25.6,compact_suv,021c3ec15febd4a2359308eab999cd555d1313a0.jpg?imageView2/1/w/160/h/80/,keleiao(jinkou),Y,进口,0,B,1,0,科雷傲(进口),
fenglang,908,846.0,6.0,风朗,,http://www.ganji.com/fenglang/,renault,8692.0,",fenglang,风朗,fenglang",紧凑型车,http://www.taoche.com/buycar/cc/7/,,f1914a09af768234389174df99893e87abd0e05b.jpg,雷诺(进口),F,1,17.0,compact_car,f1914a09af768234389174df99893e87abd0e05b.jpg?imageView2/1/w/160/h/80/,fenglang,Y,进口,0,B,1,0,风朗,
weidu,2184,845.0,6.0,纬度,,http://www.ganji.com/weidu/,renault,8691.0,",weidu,纬度,weidu",中型车,http://www.taoche.com/buycar/cc/6/,,915b7730fa1939ac818f56aff3615d9e8397589c.jpg,雷诺(进口),W,1,23.4,mid_car,915b7730fa1939ac818f56aff3615d9e8397589c.jpg?imageView2/1/w/160/h/80/,weidu,Y,进口,0,B,1,0,纬度,
leinuoqiabin,2268,2545.0,,卡缤,,,renault,,",qiabin,卡缤,qiabin",小型SUV,,,89fb5ab1f6b9a3deff56c15897a1c38e.jpg,雷诺(进口),Q,1,16.6,small_suv,89fb5ab1f6b9a3deff56c15897a1c38e.jpg?imageView2/1/w/160/h/80/,qiabin,Y,进口,0,B,1,0,卡缤,
bseries_1813,2765,1689.0,5013.0,塔利斯曼,,http://product.cheshi.com/bseries_1813/,renault,,",talisiman,塔利斯曼,talisiman",中大型车,,,4e0d0f33d01c08f0515b0cdd968e7e0ee1f69d8e.jpg,雷诺(进口),T,1,39.8,mpv,4e0d0f33d01c08f0515b0cdd968e7e0ee1f69d8e.jpg?imageView2/1/w/160/h/80/,talisiman,Y,进口,0,B,1,0,塔利斯曼,
leinuokeleijia,3870,2637.0,,科雷嘉,,,renault,,",keleijia,科雷嘉,keleijia",紧凑型SUV,,,0195edc6b96b697dcade38d445645952.jpg,东风雷诺,K,1,,compact_suv,0195edc6b96b697dcade38d445645952.jpg?imageView2/1/w/160/h/80/,keleijia,Y,合资,0,B,1,0,科雷嘉,
linoklio,4098,2765.0,,科雷傲,,,renault,,",keleiao,科雷傲,keleiao",紧凑型SUV,,,a7ee8581213debb8218bae2b3f5371a2.png,东风雷诺,K,1,,compact_suv,a7ee8581213debb8218bae2b3f5371a2.png?imageView2/1/w/160/h/80/,keleiao,Y,合资,0,B,1,0,科雷傲,
palio,89,575.0,6.0,派力奥,,http://www.ganji.com/palio/,fiat,8421.0,",pailiao,派力奥,pailiao",小型车,http://www.taoche.com/buycar/cc/4/,,palio.jpg,南京菲亚特,P,1,7.8,small_car,palio.jpg?imageView2/1/w/160/h/80/,pailiao,Y,合资,0,B,1,0,派力奥,
xiyenei,90,576.0,6.0,西耶那,,http://www.ganji.com/xiyenei/,fiat,8422.0,",xiyena,西耶那,xiyena",小型车,http://www.taoche.com/buycar/cc/4/,,xiyenei.jpg,南京菲亚特,X,1,9.4,small_car,xiyenei.jpg?imageView2/1/w/160/h/80/,xiyena,Y,合资,0,B,1,0,西耶那,
weekend,91,578.0,6.0,周末风,,http://www.ganji.com/weekend/,fiat,8424.0,",zhoumofeng,周末风,zhoumofeng",小型车,http://www.taoche.com/buycar/cc/0/,,weekend.jpg,南京菲亚特,Z,1,10.2,small_car,weekend.jpg?imageView2/1/w/160/h/80/,zhoumofeng,Y,合资,0,B,1,0,周末风,
car_autohome_model_465,465,3233.0,,派朗,,,fiat,,",pailang,派朗,pailang",小型车,,,756e52e8e22a6d6b27f9692e265409cc.png,南京菲亚特,P,1,,,756e52e8e22a6d6b27f9692e265409cc.png?imageView2/1/w/160/h/80/,pailang,Y,国产,0,B,1,0,派朗,
boyue,542,569.0,6.0,博悦,,http://www.ganji.com/boyue/,fiat,8415.0,",boyue,博悦,boyue",紧凑型车,http://www.taoche.com/buycar/cc/7/,,95948142195b67d6cbe13b4dddc184a9dd4ddc97.jpg,菲亚特(进口),B,1,20.3,compact_car,95948142195b67d6cbe13b4dddc184a9dd4ddc97.jpg?imageView2/1/w/160/h/80/,boyue,Y,进口,0,B,1,0,博悦,
grandepunto,543,573.0,6.0,朋多,,http://www.ganji.com/grandepunto/,fiat,8419.0,",pengduo,朋多,pengduo",小型车,http://www.taoche.com/buycar/cc/4/,,2d930f2ed6d32f77b9d26d723b5330569a920f03.jpg,菲亚特(进口),P,1,14.9,small_car,2d930f2ed6d32f77b9d26d723b5330569a920f03.jpg?imageView2/1/w/160/h/80/,pengduo,Y,进口,0,B,1,0,朋多,
linea,544,572.0,6.0,领雅,,http://www.ganji.com/linea/,fiat,8418.0,",lingya,领雅,lingya",紧凑型车,,,4117a971f3888a33201f3256ebcfb9e4.jpg,菲亚特(进口),L,1,17.9,compact_car,4117a971f3888a33201f3256ebcfb9e4.jpg?imageView2/1/w/160/h/80/,lingya,Y,进口,0,B,1,0,领雅,
feiyate500,601,579.0,6.0,菲亚特500,,http://www.ganji.com/feiyate500/,fiat,8425.0,",feiyate500,菲亚特500,feiyate500",微型车,http://www.taoche.com/buycar/cc/2/,,190f247910a2295e85bb8b8ee35099be3f684b52.jpg,菲亚特(进口),F,1,21.4,mini_car,190f247910a2295e85bb8b8ee35099be3f684b52.jpg?imageView2/1/w/160/h/80/,feiyate500,Y,进口,0,B,1,0,菲亚特500,
feiyue,2262,580.0,6.0,菲跃,,http://www.ganji.com/feiyue/,fiat,8426.0,",feiyue,菲跃,feiyue",中型SUV,,,0856141103304d802b8f9f1f53aad45d64a5835a.jpg,菲亚特(进口),F,1,29.9,mid_suv,0856141103304d802b8f9f1f53aad45d64a5835a.jpg?imageView2/1/w/160/h/80/,feiyue,Y,进口,0,B,1,0,菲跃,
bseries_1787,2767,1778.0,5013.0,菲翔,,http://product.cheshi.com/bseries_1787/,fiat,,",feixiang,菲翔,feixiang",紧凑型车,,,d0d32aacc54c27c838e3503c6d6ca8a32d215c9f.jpg,广汽菲克菲亚特,F,1,13.4,compact_car,d0d32aacc54c27c838e3503c6d6ca8a32d215c9f.jpg?imageView2/1/w/160/h/80/,feixiang,Y,合资,0,B,1,0,菲翔,
fiat-ottimozhiyue,3267,2167.0,0.0,致悦,,,fiat,,",zhiyue,致悦,zhiyue",紧凑型车,,,feiyateOttimozhiyue.jpg,广汽菲克菲亚特,Z,1,14.1,compact_car,feiyateOttimozhiyue.jpg?imageView2/1/w/160/h/80/,zhiyue,Y,合资,0,B,1,0,致悦,
suonataba,50,1536.0,2224.0,索纳塔八,,http://www.che168.com/china/xiandai/suonataba/,hyundai,,",suonataba,索纳塔八,suonataba",中型车,,,xiandaisuonadaba.jpg,北京现代,S,1,20.9,mid_car,xiandaisuonadaba.jpg?imageView2/1/w/160/h/80/,suonataba,Y,合资,0,B,1,0,索纳塔八,
yilante,51,1334.0,1.0,伊兰特,,www.baixing.com/ershouqiche/m16862/,hyundai,,",yilante,伊兰特,yilante",紧凑型车,http://www.taoche.com/buycar/cc/7/,,7de4640e25d6237ec185950ed2ef7470dd5e2984.jpg,北京现代,Y,1,11.4,compact_car,7de4640e25d6237ec185950ed2ef7470dd5e2984.jpg?imageView2/1/w/160/h/80/,yilante,Y,合资,0,B,1,0,伊兰特,
xinshengdajinkou,127,1538.0,2224.0,胜达经典,,http://www.che168.com/china/xiandai/xinshengdajinkou/,hyundai,,",xinshengda(jinkou),新胜达(进口),xinshengda(jinkou)",中型SUV,,,20121223223827032.jpg,现代(进口),X,1,28.4,mid_suv,20121223223827032.jpg?imageView2/1/w/160/h/80/,xinshengda(jinkou),Y,进口,0,B,1,0,新胜达(进口),
junjue,131,1131.0,6.0,君爵,,http://www.ganji.com/junjue/,hyundai,8977.0,",junjue,君爵,junjue",中型车,http://www.taoche.com/buycar/cc/6/,,junjue.jpg,现代(进口),J,1,25.0,mid_car,junjue.jpg?imageView2/1/w/160/h/80/,junjue,Y,进口,0,B,1,0,君爵,
car_autohome_model_252,252,3234.0,,酷派,,,hyundai,,",kupai,酷派,kupai",跑车,,,f1072dd9ae71b729b9be075a2ee338bf.png,现代(进口),K,1,,,f1072dd9ae71b729b9be075a2ee338bf.png?imageView2/1/w/160/h/80/,kupai,Y,国产,0,B,1,0,酷派,
yakeshi,255,1139.0,6.0,雅科仕,,http://www.ganji.com/yakeshi/,hyundai,8985.0,",yakeshi,雅科仕,yakeshi",大型车,http://www.taoche.com/buycar/cc/3/,,1bf25fd66ca77f7bf1acad971e6bf91bf9475163.jpg,现代(进口),Y,1,93.7,luxury_car,1bf25fd66ca77f7bf1acad971e6bf91bf9475163.jpg?imageView2/1/w/160/h/80/,yakeshi,Y,进口,0,B,1,0,雅科仕,
tusheng,358,1143.0,6.0,途胜,,http://www.ganji.com/tusheng/,hyundai,8989.0,",tusheng,途胜,tusheng",紧凑型SUV,http://www.taoche.com/buycar/cc/8/,,854a102e569f60781b00e86f749d47fbd50a90f6.jpg,北京现代,T,1,18.9,compact_suv,854a102e569f60781b00e86f749d47fbd50a90f6.jpg?imageView2/1/w/160/h/80/,tusheng,Y,合资,0,B,1,0,途胜,
sonata-yuxiang,429,1142.0,6.0,御翔,,http://www.ganji.com/sonata-yuxiang/,hyundai,8988.0,",yuxiang,御翔,yuxiang",中型车,http://www.taoche.com/buycar/cc/6/,,sonata-yuxiang.jpg,北京现代,Y,1,19.0,mid_car,sonata-yuxiang.jpg?imageView2/1/w/160/h/80/,yuxiang,Y,合资,0,B,1,0,御翔,
yashente,431,1146.0,6.0,雅绅特,,http://www.ganji.com/yashente/,hyundai,8992.0,",yashente,雅绅特,yashente",小型车,http://www.taoche.com/buycar/cc/4/,,5c512046cdac0979b9c5699be64c7cd5.jpg,北京现代,Y,1,8.4,small_car,5c512046cdac0979b9c5699be64c7cd5.jpg?imageView2/1/w/160/h/80/,yashente,Y,合资,0,B,1,0,雅绅特,
yazun,446,1140.0,6.0,雅尊,,http://www.ganji.com/yazun/,hyundai,8986.0,",yazun,雅尊,yazun",中型车,http://www.taoche.com/buycar/cc/6/,,7e36796c50d6c86bf61e59178c680bdbb453f465.jpg,现代(进口),Y,1,27.3,mid_car,7e36796c50d6c86bf61e59178c680bdbb453f465.jpg?imageView2/1/w/160/h/80/,yazun,Y,进口,0,B,1,0,雅尊,
meijia,457,1133.0,6.0,美佳,,http://www.ganji.com/meijia/,hyundai,8979.0,",meijia,美佳,meijia",MPV,http://www.taoche.com/buycar/cc/5/,,meijia.jpg,现代(进口),M,1,12.6,mpv,meijia.jpg?imageView2/1/w/160/h/80/,meijia,Y,进口,0,B,1,0,美佳,
